"start_typeName","start_depthzone","start_alongshorezone","end_typeName","end_depthzone","end_alongshorezone","typeName","id","parentID","origID","time","horizPos1","horizPos2","vertPos","track","alive","age","ageInStage","number","size","weight","temperature","salinity"
"egg01","SpawningArea_300to600m",5,"benthic.juvenile","NurseryArea_050to150m",7,"benthic.juvenile",8738,8738,8738,"1997-09-10 14:00:00",-152.89324,57.18658,33.89409,"-152.89324:57.18658:-33.89409;-152.89324:57.18658:-33.89409;","false",252.08333,0.01389,600,42.00893,0,10.80693,32.23906
"egg01","SpawningArea_300to600m",5,"benthic.juvenile","NurseryArea_000to050m",12,"benthic.juvenile",8796,8796,8796,"1997-09-11 16:40:00",-152.49214,58.61497,18.82252,"-152.49214:58.61497:-18.82252;","true",253.19444,0,600,42.00893,0,10.71015,31.55418
"egg01","SpawningArea_300to600m",5,"benthic.juvenile","NurseryArea_000to050m",12,"benthic.juvenile",8796,8796,8796,"1997-09-11 17:00:00",-152.49214,58.61497,18.82252,"-152.49214:58.61497:-18.82252;-152.49214:58.61497:-18.82252;","false",253.20833,0.01389,600,42.00893,0,10.71015,31.55418
"egg01","SpawningArea_300to600m",5,"benthic.juvenile","NurseryArea_000to050m",9,"benthic.juvenile",8805,8805,8805,"1997-09-11 18:20:00",-153.93735,56.70603,30.24702,"-153.93735:56.70603:-30.24702;","true",253.26389,0,600,42.00893,0,11.13371,32.24571
"egg01","SpawningArea_300to600m",5,"benthic.juvenile","NurseryArea_000to050m",9,"benthic.juvenile",8805,8805,8805,"1997-09-11 18:40:00",-153.93735,56.70603,30.24702,"-153.93735:56.70603:-30.24702;-153.93735:56.70603:-30.24702;","false",253.27778,0.01389,600,42.00893,0,11.13371,32.24571
"egg01","SpawningArea_300to600m",5,"benthic.juvenile","NurseryArea_000to050m",9,"benthic.juvenile",8917,8917,8917,"1997-09-13 03:00:00",-151.95233,58.31062,26.59867,"-151.95233:58.31062:-26.59867;","true",254.625,0,600,42.00893,0,10.93332,31.81236
"egg01","SpawningArea_300to600m",5,"benthic.juvenile","NurseryArea_000to050m",9,"benthic.juvenile",8917,8917,8917,"1997-09-13 03:20:00",-151.95233,58.31062,26.59867,"-151.95233:58.31062:-26.59867;-151.95233:58.31062:-26.59867;","false",254.63889,0.01389,600,42.00893,0,10.93332,31.81236
"egg01","SpawningArea_300to600m",5,"benthic.juvenile","NurseryArea_000to050m",9,"benthic.juvenile",8931,8931,8931,"1997-09-19 14:40:00",-156.98895,56.52924,48.13009,"-156.98895:56.52924:-48.13009;","true",261.11111,0,600,44.40264,0,9.62477,32.03454
"egg01","SpawningArea_300to600m",5,"benthic.juvenile","NurseryArea_000to050m",9,"benthic.juvenile",8931,8931,8931,"1997-09-19 15:00:00",-156.98895,56.52924,48.13009,"-156.98895:56.52924:-48.13009;-156.98895:56.52924:-48.13009;","false",261.125,0.01389,600,44.40264,0,9.62477,32.03454
"egg01","SpawningArea_300to600m",5,"benthic.juvenile","NurseryArea_050to150m",7,"benthic.juvenile",8943,8943,8943,"1997-09-12 13:40:00",-152.32138,58.54019,37.63981,"-152.32138:58.54019:-37.63981;","true",254.06944,0,600,42.00893,0,10.36728,31.81569
"egg01","SpawningArea_300to600m",5,"benthic.juvenile","NurseryArea_050to150m",7,"benthic.juvenile",8943,8943,8943,"1997-09-12 14:00:00",-152.32138,58.54019,37.63981,"-152.32138:58.54019:-37.63981;-152.32138:58.54019:-37.63981;","false",254.08333,0.01389,600,42.00893,0,10.36728,31.81569
"egg01","SpawningArea_300to600m",5,"benthic.juvenile","NurseryArea_050to150m",10,"benthic.juvenile",8947,8947,8947,"1997-09-14 06:40:00",-153.98085,56.50485,14.4381,"-153.98085:56.50485:-14.4381;","true",255.77778,0,600,42.00893,0,12.13947,32.28219
"egg01","SpawningArea_300to600m",5,"benthic.juvenile","NurseryArea_050to150m",10,"benthic.juvenile",8947,8947,8947,"1997-09-14 07:00:00",-153.98085,56.50485,14.4381,"-153.98085:56.50485:-14.4381;-153.98085:56.50485:-14.4381;","false",255.79167,0.01389,600,42.00893,0,12.13947,32.28219
"egg01","SpawningArea_300to600m",5,"benthic.juvenile","NurseryArea_000to050m",12,"benthic.juvenile",9024,9024,9024,"1997-09-13 01:40:00",-156.3639,57.18881,17.51066,"-156.3639:57.18881:-17.51066;","true",254.56944,0,600,42.00893,0,12.19006,31.27981
